address,token_direction,project,contract,method,usd_value,num_tfers,num_txs
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,out,0x886f6d5e7fa1dbdf0dbd3730addfdbab1341e357,,transfer,17135.987748325384,1,1
0xbdb910984f263ff8cb96ee765067a8f95e0ed587,out,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,,0x5ceb5751,13729.100136161653,5,5
0xf1911e430bfad4b0e440b14ef0d16bd4ca028707,in,gmx,sGMX,0x078580d2,858908.8315848233,2,2
0x914c02904622e03185e0d4ed30fc6415bf44c4c4,out,sushi,Pair,swapExactTokensForETH,239994.9549934595,2,2
0xa05527778c5d874ff4926af98d162e3fbf4d96db,out,gmx,Vault,0x364e2311,104355.92627569103,4,4
0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,out,0x51fd089e81e9ab4534e5b665ffc719cb2d2f8ffa,,transfer,211562.0872850832,58,58
0x62b8e137ee87ab3caeb2fea3b88d04abea7c5579,out,0x0c0858290b6b268a93fb557af06390a3460c5db6,,outboundTransferTo,604038.7809502463,2,2
0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,in,0x9dd68a395539b3ec952f7f55fd2100b59a56ab48,,transfer,10070.055764746397,2,2
0x2990d87e823d3cca83683207dcb2d5660debf376,in,0xe4aded7c6515c73b83f6ac4c01930c8a40a1c43e,,0x14a59183,136524.0145068179,11,11
0x9f72be3e712eb50fdbe9a2278e0ec73491dd9237,in,OTHER,OTHER,OTHER,23.614890185129628,1,1
0x022766b23fef0f84b3c654e954141b0b4e38005c,out,0x760083ab4742d73320949cb2909f6a60ea2e185d,,transfer,34297.9751347,1,1
0x8cd67407f05526c57760d0e911d60c57b7e85c8e,in,0xb0cabfe930642ad3e7decdc741884d8c3f7ebc70,,exit,1.6129439370559973e+06,1,1
0xf2918b11780f2df5ec6ed814275e5f2873bf2e53,out,OTHER,OTHER,OTHER,487.47704873921674,3,3
0xfc340a753ec7ff6831550a52b911e8ddb8303696,out,uniswap_v3,Pair,mint,976792.7999999999,2,2
0xa6e22d81a622355bc8349d41cf3340e76eee5036,out,0x62383739d68dd0f844103db8dfb05a7eded5bbe6,,transfer,725665.2963131084,2,2
0x6621295a7fadd3ab78ae6915502bd50fdd5a1491,in,OTHER,OTHER,OTHER,3214.053465961486,5,5
0x86b337be60c942e80f31e7be097de1ca821c5f7f,out,mux,VotingEscrow,0x34ab4e56,25809.964056577497,2,2
0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,in,0x2a998f05a3b93ac713d2e4f850938f5864f0da34,,transfer,13336.744376785502,86,86
0x189ecebfa5d3c5ea82d5172b1069c3305a0a149a,out,0x37f9ae2e0ea6742b9cad5abcfb6bbc3475b3862b,,0x174dc952,39671.587999999996,4,4
0xefbbc3fa829af506bc7afe1a0c31b3c7419456f7,in,uniswap_v3,SwapRouter02,multicall,1.2658315465025776e+06,3,3
0xb7b0e9d6e2d182ab370fd1c020c536af6b9cbfd6,in,0x11ae67fd5ed22a5101dd2cf759944265271b5dfc,,0x0249f012,137430.46469740386,70,70
0x8bff50aad8b4e06c5e148eaeb9d7aef69e26cdc3,in,0x0000000000000000000000000000000000000000,,finalizeInboundTransfer,141897.8538,1,1
0x63dfe4e34a3bfc00eb0220786238a7c6cef8ffc4,in,0xd61b6c14ed46edc4f96c1eafa21a07848be6ea01,,transfer,6.755973384822e+06,110,110
0xd4ae88767ad79d5ee42c7563189b13cb0fefbe3e,in,0x0000000000000000000000000000000000000000,,addLiquidity,189666.89630885038,1,1
0xe17aaf6328cd2103f9f76a30c7912d676463faee,in,0x3405a1bd46b85c5c029483fbecf2f3e611026e45,,anySwapInAuto,1.5065158091746399e+06,1,1
0xa28300703259f0c0c8a5c1a18f796f571f35cac4,in,uniswap_v3,Pair,0x009c4001,1.0551866024962114e+06,2050,2050
0xc4e866cf9dfa2c1b827c671dee36365f8189a6b0,out,OTHER,OTHER,OTHER,481.61165001317124,8,8
0x13191e6dfcb636b989b71e8daaaf8bacab1a1319,out,0xc9c8a2ae2354a97e737301133fcd2f95de88529b,,fillOrder,311498.0711627737,2,2
0x6d1c41180bb5f055ada6942b3e3eea1695002627,in,0x9f33ee8af4cf5357a9ae60095ae49545c8dd70ee,,transfer,255355.40540000002,1,1
0x91df0e68868d45cbb675bd888d4cebf97c7464fd,in,OTHER,OTHER,OTHER,143.717206282056,3,3
0x9b85d46b9bcc6cc5aac076fdbd2e32637f83e2c2,in,0x3405a1bd46b85c5c029483fbecf2f3e611026e45,,anySwapInAuto,252090.15317463997,1,1
0x261be9ce37493d51686a89c4053116804e5502d0,in,celer_network,Bridge,relay,3.567826672474037e+06,47,47
0xefbbc3fa829af506bc7afe1a0c31b3c7419456f7,in,uniswap_v3,Pair,multicall,2.4154901658618366e+06,6,6
0xabeaa41fd6a7464b1203b24486526b0461a5cea4,out,gains_network,GToken,deposit,20119.08615170787,1,1
0x686e007100860000009fabf10c00b23aee60385e,out,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,,0x020a4401,18605.665259999998,9,9
0xf816e82e6d404c5b005b3c5526e6aedab2c8d7fc,in,0xc09cc9bed5a02ebcf3d56c8be2d3a4ef5b984cad,,removeLiquidity,198990.3706072725,6,6
0x58294302c4097deb040fc9dd0020042ee546d0c5,in,0x05e481b19129b560e921e487adb281e70bdba463,,anySwapInAuto,270563.57663544,2,2
0x85b7fb279a888c56163275df5a2caa03cbe467fd,out,gmx,Vault,0x6023e966,149768.3973853775,1,1
0xc44fd102415ff62769a4e37c70dea27033a5291f,in,0xcdaec65495fa5c0545c5a405224214e3594f30d8,,removeLiquidityETHWithPermit,441643.0921115625,2,2
0x261be9ce37493d51686a89c4053116804e5502d0,in,hop_protocol,L2_AmmWrapper,0xcc29a306,1.142453001492427e+06,15,15
0xdc93d15daf868f08e18d0646c62667410f1f212a,out,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,,swap,201194.7207083343,1,1
0xb79fae61602be93f39b9cb841c0329ee173f5e54,in,gmx,Vault,0xabe68eaa,113281.38970180039,1,1
0x97bb6679ae5a6c66ffb105ba427b07e2f7fb561e,in,0xa5c47eaf8983ed90a38c3fe284837e986bca2ba7,,transfer,1.7590703940091573e+06,6,6
0xa28300703259f0c0c8a5c1a18f796f571f35cac4,in,uniswap_v3,Pair,0x00ea6301,60347.12517438492,76,76
0x8d5d3906d2bddade3c867b7d9ff02e901125895a,out,curvefi,Vyper_contract_MIM_USDT_USDC,exchange_underlying,160194.22356453084,2,2
0x686e007100860000009fabf10c00b23aee60385e,in,uniswap_v3,Pair,0x02097c01,18658.115944587946,11,11
0x473d3a2005499301dc353afa9d0c9c5980b5188c,in,0xb3548511dbe071a45af4efd49727244c2c92178e,,removeLiquidityETHWithPermit,79891.68171611166,3,3
0x8747d9eb39085f082ab40a9975001276296027dd,out,kyber,Elastic_Pool,addLiquidity,78513.04264785959,1,1
0x13191e6dfcb636b989b71e8daaaf8bacab1a1319,out,aave_v3,AToken,supply,20086.879999999997,1,1
0xc7ffa5070a1cdb10dfcc6cc20a59d24c3fb54e05,out,0xd8db394c02c9f654c99a57f9b4902f4df12ec50d,,addLiquidity,100551.55261158224,2,2
0x00a25c455636cc01bffcb717db900a6d4c767a8a,in,0x9c6bd37d0d676f11da640f9304378a884559a5c3,,execute,20100.632594189417,3,3
0x686e007100860000009fabf10c00b23aee60385e,in,uniswap_v3,Pair,0x05573001,31676.381146112115,7,7
0xe52f5349153b8eb3b89675af45ac7502c4997e6a,in,0x1e31e3ba5e246e2f2390d29c778e33a59f6aa6c6,,anySwapInAuto,274877.973077,2,2
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,out,0xbc2358d2321097c5aace0c9ac124bd7bae90a8ee,,transfer,10070.82,1,1
0xff2c13a2d71a4d3b70f4086dc17b4aa6c075efde,in,0x5293c6ca56b8941040b8d18f557dfa82cf520216,,borrow,1.660633585e+06,5,5
0xcf976799fc059f5be8cf1bbc1db90346b0dc070d,in,gmx,sGMX,0x078580d2,744912.6068516216,2,2
0xc1a9bc22cc31ab64a78421befa10c359a1417ce3,out,0x0000000000000000000000000000000000000000,,anySwapOut,26227.555063,1,1
0x686e007100860000009fabf10c00b23aee60385e,out,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,,0x035b6101,13606.797848799999,4,4
0xc75b143301cf47a3ad096ed904f5e3f0831a57fb,in,0x0000000000000000000000000000000000000000,,finalizeInboundTransfer,220955.68,2,2
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,in,0x07d1abbec51304f17842c7ebdd88e2ad67571085,,transfer,24113.571408,1,1
0x686e007100860000009fabf10c00b23aee60385e,out,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,,0x077a1001,45458.868,6,6
0xd42b63493e0c7ab1879adbc134e8a07eaa999d3e,out,0x805ba50001779ced4f59cff63aea527d12b94829,,deposit,137059.65944637056,13,13
0x6f15ee9258acdebf356db7ab607bb255a00c6fdf,in,0x605b15d3a61ee628d56c58ae5c0f1830bf49ea18,,0xf0210929,11506.567437925227,9,9
0x65b1b96bd01926d3d60dd3c8bc452f22819443a9,in,oneinch,AggregationRouterV5,swap,1.8917543852373303e+06,12,12
0x815e9e1d43832cecacbe23ad69d1664d9da12d37,out,0x892785f33cdee22a30aef750f285e18c18040c3e,,swap,543172.0700666227,2,2
0x473d3a2005499301dc353afa9d0c9c5980b5188c,in,lodestar,IUSDC,borrow,27117.287999999997,1,1
0x80fd0accc8da81b0852d2dca17b5ddab68f22253,out,gains_network,GToken,0xa481c14b,904533.33381,1,1
0xc00391544df5acca99656cfca6bb69559abd2876,out,gmx,Vault,swap,103107.2551741023,1,1
0x686e007100860000009fabf10c00b23aee60385e,out,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,,0x08165001,24584.897999999997,3,3
0x7bc9cef699d8428a46ec105ad3b5d6dad4df9215,in,OTHER,OTHER,OTHER,371.69887328898085,2,2
0x9a482dee57cc9e08313646d356dc36a7ccadad44,in,OTHER,OTHER,OTHER,1139.5151417473119,2,2
0x15e6f12126d84dd1a817815b6763012b64fc167d,out,0x230a142441e2db539743336fd19269a3e3660eb2,,deposit,414223.5551941693,9,9
0x4d470e0a241c3d7321b4b6c6f23f214db85bfa47,out,sushi,Pair,swapExactTokensForTokens,26019.686469080218,6,6
0x2ea9e98c98c2142ea1621bbad163e9eeccee97ae,out,0x49cad6da884b476179db105fd983566f98ff9e66,,0x289774a9,31037.4512460275,2,2
0x4f4366b13d499b4248b084a4c3f00ad960c53ea0,in,0xbc3c01d954282eed8433da4359c1ac1443a7d09a,,claimRewards,12958.825009991295,47,47
0x34e4ce06b03a8b1c4eab0ea25e17a735402615a8,out,0x173817f33f1c09bcb0df436c2f327b9504d6e067,,0x303d9c1a,10932.85195725549,1,1
0x6be5b497578d2260bc27afb91af26666dafe3a47,in,0x3ae74045be36bac04bfcf7fb7f7b3d409dc75ea7,,transfer,31237.58611087514,1,1
0x11d67fa925877813b744abc0917900c2b1d6eb81,in,oneinch,AggregationRouterV5,swap,312055.6806442159,5,5
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,out,0x92fe6cf1564d8059e86b93ccddc992f81a4ae3cc,,transfer,32213.18667334135,6,6
0xed4a70949f2298e0b3245eb40bd21c5443bff087,in,swapfish,UniswapV2Pair_USDT_USDC,removeLiquidityWithPermit,100534.1070101065,2,2
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,out,0xc8f0f06e7f2c2630882ab32a22d7be1ddd1f55d4,,transfer,13270.150913447207,2,2
0x7b88a1e6dee6f899df131accf882ea1f69da46cd,out,gmx,sGMX,0xf3daeacc,68613.24122677864,1,1
0x31d3243cfb54b34fc9c73e1cb1137124bd6b13e1,out,0x0000000000000000000000000000000000000000,,anySwapOut,499521.91452999995,1,1
0xdbd08d75a614567ff03f50e75b2a72ff9af35700,in,0x1dd22faa11211db26e6758153484adf887ee4dcc,,0xee75ba90,1.16585255588408e+06,5,5
0x6dae3f488035023cf7df5fa51e685c3b3cbe50d7,in,OTHER,OTHER,OTHER,4952.651827561326,56,56
0x65b1b96bd01926d3d60dd3c8bc452f22819443a9,out,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,,swap,881902.5999999999,6,6
0x4ce73cc57943602df15fccf1ee291c5d67d38326,in,0xef47ccc71ec8941b67dc679d1a5f78facfd0ec3c,,borrow,447647.949,2,2
0x1119c4ce8f56d96a51b5a38260fede037c7126f5,out,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,,swap,128431.05764831047,7,7
0xdad677bb15cbb69fc3c7d3b3bcad13f999f9f31f,in,uniswap_v3,Pair,uniswapV3Swap,12570.9664749759,1,1
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,out,0x6c2d4197b210237623d2eb758e7610a06138a58f,,transfer,10501.648727558031,2,2
0x6f15ee9258acdebf356db7ab607bb255a00c6fdf,out,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,,callRegistry,28581.301270832322,69,69
0x6be5b497578d2260bc27afb91af26666dafe3a47,in,oneinch,AggregationRouterV5,swap,12074.353319201358,1,1
0x6be5b497578d2260bc27afb91af26666dafe3a47,in,0x428ab2ba90eba0a4be7af34c9ac451ab061ac010,,multicall,55896.662862851175,2,2
0x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,in,y2k,Vault,0x71b3177a,1.2585661592048001e+06,9,9
0x680cfea894cd0bd8491c348795fa791f7386d235,out,0xf2a4ebae78db2f87f50a16298bdf001384d1f8ee,,deposit,30924.4,1,1
0x03e6fa590cadcf15a38e86158e9b3d06ff3399ba,in,0x3694c7de10e15538373a782685280d83ec46fc5a,,transfer,10070.82,1,1
0x428ab2ba90eba0a4be7af34c9ac451ab061ac010,out,0x4feffa3cf9f3983e3d5a6a030cb41501500ef7b1,,multicall,10052.944832610427,2,2
0x7c9bb9ac9004693f4742adab98911c7907636984,out,0x20ed9cd5ca2450ef729dc7ed1400d6aa9f835589,,transfer,365840,2,2
0xad0fc281ac377794fa417e76d68788a56e3040f0,in,swapfish,UniswapV2Pair_MIM_USDC,removeLiquidity,62816.294819604,2,2
0x6ae3b59797b9a58df8a09c07de76777a5da7f376,out,0xb38e8c17e38363af6ebdcb3dae12e0243582891d,,transfer,2.963985910147028e+06,129,129
0xe0863e34802cbbf05444c3a0f5f6bba8401b1d7e,out,0xf89d7b9c864f589bbf53a82105107622b35eaa40,,transfer,1.7073848e+07,1,1
0x6f15ee9258acdebf356db7ab607bb255a00c6fdf,in,0xabfb3011549e4240b37ec8e5d0bbe76ff906754f,,swap,716305.6322334779,690,644
0x20a6be921ebc0c7dfa8396d2d8359d37cc914c64,in,0x3405a1bd46b85c5c029483fbecf2f3e611026e45,,anySwapInAuto,2.75098344463184e+06,7,7
0x686e007100860000009fabf10c00b23aee60385e,in,uniswap_v3,Pair,0x0cdc6105,10819.991703856567,1,1
